,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK
19 HK,0.0010008394082249058,0.0010770326481007082,0.0002719022957955599,0.0006199913319105804,0.0011785288523958862,0.000970226197116083,0.0007471483083428141,0.0011429371266932365,0.0013623248356659148,0.0009435419578209288,0.0014509992398611972,0.00022507841031827082,0.0011547819526583282,0.0008219637862845948,0.0010825036460524137,0.0009545612311024954,0.0008698117010701118,0.0004515273764146253,0.00043734417269331954,0.0009314357888949546,0.0012287402470572341,0.0008705465690952757,0.0006404850653598046,0.0006880656973315877,0.00015981017139375084,0.0004296931224035668,0.0012998544889430356,0.0006893324058064956,0.000549144135312066,0.0007879113177743968,0.0006456415706404938,0.0007981254363786242,0.0008271590709555571,0.0004740507268151176,0.0007367085694611723,0.000787273170074371,0.0011555610557672596,0.0004223027105823662,0.0009976107866048974,0.000896745504210463,0.0011130454822019136,0.0009043151813545342,0.0007674010181121518,0.0008762168614984072,0.0009414652676098913,0.0007834923910668392,0.0009474394004077855,0.0009980130449650391,0.0011203627275274432,0.0009927916588548785,0.0007443693689832412,0.0012108263479206811,0.0007898993401018885,0.000807445806934446,0.0009883512242248834,0.0009732554624774756,0.0014549681291572312,0.0005051530595744534,0.00037892163745950993,0.0004951823151480004,0.0004054355703149005,0.0006191779658790777,0.0007427846514186709,0.0009240663860713483,0.0006460903474883087,0.0004181308507474614,0.001117544886164583,0.001128165240535935
2 HK,0.00018616743257909992,0.0002045375677862938,0.0001929361674723733,0.00020447165580411876,0.00017878530610047493,0.0001734535962296754,0.00021340915874804999,0.00017059245644452728,0.000207951830971247,0.00010169985041091682,0.00022507841031827082,0.00041624041263792005,0.00026191592596204927,0.00019117907668469788,0.00020929649305147222,0.00021898684789069817,0.00015928483444546074,0.00025189332656672976,2.7672561555852226e-05,0.00014102934303689954,0.00023164809170882713,8.565277499405908e-05,0.00015590274474389047,0.0001662254256888668,0.0002675039878196775,0.00010879577274262722,0.00018273549135735658,0.00010716307322113413,0.00010978652244868548,4.655758709651153e-05,0.00017140417819876797,0.00016117405842592153,0.0002212426787154506,0.00011036775175140228,0.00022055550923158847,0.0001210889577421389,0.0001984070421722769,9.5509369324843e-05,0.00013551474525433707,0.00014894575630720124,0.00012456317433653735,0.0002631644390130079,0.0002007090507316323,0.00022561364395180087,0.00023475807036683077,0.00020928511200394383,0.00022080297358815598,0.00024098393261105474,0.00030022986193859456,0.0001662103835005235,0.0001835603233232135,0.00021866956047238872,0.00016339710577292869,0.00019936812053594134,0.00010515704904430423,0.00033723935694582324,0.00029546579732321317,0.0001510228734762122,0.00020438818505860102,0.00011875930855270661,0.00011433502664397626,0.00019433462315836684,0.00012805397492485053,0.00020797114096672337,0.00010556137664810396,0.00019513315517564344,0.00017744521116366257,0.00032374945185557696
20 HK,0.0013131978068362344,0.0013456472907986143,0.00031048696403556916,0.0007846177848967248,0.0015100201030826385,0.0012100570166493274,0.0009744230233891102,0.0013740188937299408,0.001739773492704249,0.000994341640086237,0.0011547819526583282,0.00026191592596204927,0.002358286597547931,0.0009626505020583194,0.0012838625065152989,0.0011908099546977175,0.0008688632476052589,0.0005940673725552024,0.0004499635692076983,0.0010818606522485128,0.001837656358230121,0.000935343817372728,0.0008375242291288932,0.0008008150005476272,0.0001838465258253914,0.0005055413486574412,0.0015752208348977653,0.0008529832882297606,0.0008761318039525193,0.0009582257205244365,0.0007540516806509216,0.0010253222248353068,0.0011637651644545988,0.000621647772643258,0.0009521078476174777,0.0008410201329952572,0.0015382091482306068,0.0005960576991686789,0.001341891448499435,0.0009600026958070406,0.0013671349080348627,0.001193362867753981,0.0010787364595499101,0.0010716950091785695,0.0012700024996294586,0.0012029734388846406,0.001338103348293754,0.0013501383687196942,0.0015142838608744344,0.0014492043456463314,0.0010428442841920774,0.0016863638345357204,0.0011317279733448463,0.0010686234870750046,0.0015075848700743728,0.0016003917874718027,0.001994260480378589,0.0006594372308811953,0.0006161525443267092,0.0006607588395707246,0.0006210604188347943,0.0010357343723271107,0.0009367902296247952,0.0011404019879161127,0.0009517907347184739,0.0005238677001270364,0.0012597874387124787,0.0012002025621486564
23 HK,0.000858885919290515,0.0009426273549679519,0.00016121605060615327,0.0007293263183944269,0.0009832051129195628,0.000816605805624937,0.0006305742796729939,0.0009560365991301066,0.001306972085393435,0.0008193739239760825,0.0008219637862845948,0.00019117907668469788,0.0009626505020583194,0.0015707791001922501,0.0011704705223330907,0.0009633910833844869,0.0007730027705305496,0.0004099796636511865,0.0002504927845222526,0.0008682115494491757,0.0009608480068242505,0.0007447278136678802,0.0007760921046542638,0.0006473730363485487,0.0001245858867160354,0.0002843978598983274,0.0011472431100074348,0.0006409741888448868,0.0006275814271471216,0.000906397388122739,0.0006064157682893925,0.0006368569681841986,0.0009040606652033479,0.0005474131780650596,0.0009431499257549038,0.000657041532785436,0.001171562240323812,0.0004034757649583519,0.001066615009523891,0.0009495178327487958,0.0011812145914847695,0.0010575615201755205,0.0008299163493084975,0.0009889716071524433,0.0011251918051778669,0.0009434628816524966,0.0010847027694507376,0.0011855370940224508,0.001261863355562194,0.0009858259575885177,0.0008597120795562368,0.0013910913276529182,0.0007857110817880658,0.0007614141681459082,0.001014928743045769,0.0010641190835550868,0.001685229217685522,0.0004168821806412002,0.0004760708181122601,0.00039421071581407743,0.0004501228466966274,0.0007812076338440178,0.0007628678727968745,0.00101522205225996,0.0007000107344100365,0.000430008073401525,0.0009378484835349177,0.0011761447019972362
267 HK,0.001176961152467767,0.001233479895360005,0.00041285561515208807,0.0007941614851808406,0.0013246672579076315,0.0011106947991302448,0.0010235211459506618,0.0012872257692985516,0.001816806323004634,0.0013153399361696162,0.0010825036460524137,0.00020929649305147222,0.0012838625065152989,0.0011704705223330907,0.0034317834644819697,0.001745895168593619,0.0011438636401516,0.0005470478126917605,0.0006676267563990162,0.001571954758770446,0.001327055403898561,0.0011824257831287409,0.0009553840826917403,0.0007823024395306216,0.00010458994000392473,0.00046365100691827995,0.0016412511267847973,0.0011596566222900168,0.0008519857944855635,0.0011102982525107957,0.0008283679939624513,0.0012202989112812352,0.0014047507874025442,0.0010883127811994228,0.0010137813481454498,0.0011782624929196634,0.002006870334597649,0.000582989886369479,0.0017132714120058079,0.0015982745138485132,0.001722798244198087,0.0017473318990900409,0.0014245857756448232,0.0013528805816140927,0.0016388497734150021,0.0018074158880064257,0.002052792328921985,0.0017755873365817075,0.002103523578449789,0.0015390364994182617,0.0013770876086958948,0.0023635525937896144,0.0013192947688786603,0.0012463454164968655,0.0016906600231625197,0.0018332958588685173,0.0031069593502002254,0.0007298191264708912,0.000553670915508177,0.0004793794183312695,0.0006892779386826168,0.001066429710673772,0.0012205130550243257,0.0016782960491969114,0.0009544409227189768,0.000349261451702615,0.001218884066490843,0.0009278841099930529
291 HK,0.0011133843117439896,0.0013014882399532144,0.0003137596106081621,0.0007435604673804602,0.0012881203832412062,0.0009958566070692025,0.0009688980373172957,0.0012864989561516885,0.0016227911470038912,0.001073461520457303,0.0009545612311024954,0.00021898684789069817,0.0011908099546977175,0.0009633910833844869,0.001745895168593619,0.0033919668655830212,0.0009996662361727727,0.0005083904127816488,0.0006255522651527088,0.001227117334499181,0.001236988406279093,0.000919582151401154,0.0008915652483870574,0.00073843749742178,7.917539654020356e-05,0.0003953045410998533,0.001480753548444801,0.0011605153220400303,0.0008390293510450734,0.0009660688235324615,0.0007493231387295659,0.0012850612870219306,0.0012386929120604588,0.0010687290761123335,0.0008409493383158742,0.0009173212290386241,0.001651609337894157,0.0005724334658901876,0.0016132829857532782,0.0012615743401390232,0.0015328823848876627,0.0012722246489511155,0.001256698245194808,0.001049997401536714,0.0012347584492895414,0.0011304904485918347,0.001388389161359233,0.0012610519798880446,0.0016335311292556777,0.0014935355914819756,0.001069475557784499,0.0018614168274928644,0.0011221366865590391,0.0011816371455597257,0.0016602521477492001,0.001634765316909806,0.0022482185768441447,0.0006416758086510401,0.00030138712813141983,0.0005893831416247093,0.0006941575242120058,0.0005214443883465825,0.0011264380248797246,0.0011371366233966372,0.000924291544824019,0.00039390762377212036,0.0012354227477031497,0.0003933441619625379
293 HK,0.0007581022727222588,0.0008943332129297311,0.00022583215778149406,0.000540029939983764,0.0009023285708192819,0.0007329932767290576,0.000630748535112881,0.0009032606571430658,0.001143071667676822,0.0009032825326718885,0.0008698117010701118,0.00015928483444546074,0.0008688632476052589,0.0007730027705305496,0.0011438636401516,0.0009996662361727727,0.0016547095455065938,0.00031898592534623744,0.0003540333013480525,0.0008494270690303904,0.0009515927037974127,0.0008354025701826341,0.0006566624980872082,0.0006156164050776056,9.13508027291711e-05,0.0003480722214045887,0.00105904062091074,0.0006772405581382053,0.0005811306401713968,0.0007621725314234611,0.0005281594118303973,0.00070759392332291,0.0007277055692871002,0.0006781784368340683,0.000723970927155792,0.0008262463185155735,0.0010600265496645512,0.0004404980008897242,0.0010708580487233809,0.0008777284055144962,0.001096326461628197,0.0009139144900742758,0.0008607089320067749,0.0008309579968086892,0.0009573359144289027,0.0008983806021838571,0.0009755233550316341,0.0009977358823877404,0.00099468242313649,0.0009490929243092119,0.0007236877629855074,0.0012399889342955288,0.0009180741793238199,0.0007411441447071512,0.0009119005186484257,0.001022035089339425,0.0014041390471674297,0.0004596047053051554,0.0004648924557950507,0.00040066366890306526,0.0002940030256482886,0.0007527458170166752,0.0007183921579635376,0.0009379222618337757,0.0006701192985386634,0.0002824400504955556,0.0008467522575625461,0.0010057719399702452
3 HK,0.0005071560409136274,0.0005686070118694798,0.00026005597359373,0.0003677916214268084,0.0005274593823290815,0.00040983550011268715,0.0004404521007377659,0.0004927315507547654,0.0006332057621804683,0.0004044040832300951,0.0004515273764146253,0.00025189332656672976,0.0005940673725552024,0.0004099796636511865,0.0005470478126917605,0.0005083904127816488,0.00031898592534623744,0.0008000602411448565,7.820598729740781e-05,0.00036325890113676795,0.000536123146380233,0.0003327147448180575,0.00035295749253847164,0.00030836341558278864,0.0002476964156668456,0.00014675771817061753,0.0005455650611647581,0.0003007989865875059,0.0005981491856750193,0.0002607877871509298,0.0003866199098030017,0.0003394943172544781,0.0004907629236206014,0.0004566812129064931,0.00041316991106706615,0.00030518774502072236,0.0005452755933181083,0.00020225650649322122,0.000535390829155985,0.0006041136196392367,0.00046988920448810974,0.0006215621484932773,0.0004118968924543321,0.0005363198281994548,0.000581663567959817,0.0004839086858108237,0.0005720222066989283,0.0006594536048791274,0.0006812854924589892,0.0004275484929826025,0.00040611694444568283,0.0005970521201169624,0.00039808103753723254,0.000443534218866558,0.00039302345695380004,0.0007278112456427694,0.0008438817262314337,0.00024972704135859373,0.0003045578573321256,0.0003038110265385358,0.0002334477341751339,0.00034185141247497096,0.000336369603046371,0.00042737378609432314,0.0003703821940993707,0.0003203903681573197,0.0004934171985021317,0.0005970907275563884
315 HK,0.0003767670226850038,0.0003945919676674753,0.0001641557303415714,0.0001544216746427127,0.00043087227488894755,0.0003215036404283739,0.00043993079630520764,0.00042174120250743974,0.0005082965611837736,0.0004802541164945564,0.00043734417269331954,2.7672561555852226e-05,0.0004499635692076983,0.0002504927845222526,0.0006676267563990162,0.0006255522651527088,0.0003540333013480525,7.820598729740781e-05,0.002189166696961479,0.00043435961584267085,0.00042637749862817843,0.0005432911891592911,0.00028767958624382827,0.0003514343394639251,2.813520164567903e-05,0.00040048877466879835,0.00048785968481978925,0.00042113592399940054,0.00020348703792900697,0.0003938254349958728,0.00023102962680666405,0.0005379920683725808,0.00040781892608413923,0.00029046119167603864,0.00028585119520794253,0.00047153484931215025,0.0006067196553403434,0.0001867020510286375,0.0004645172247870681,0.0006522856705560797,0.0005435405855706694,0.00040286157077677303,0.0003976159261327601,0.0003105104504759024,0.00030846997784056196,0.0003321122658827765,0.00045255521605263297,0.0002862488811302678,0.0004475434027494229,0.00036417593554599994,0.0003591458324779454,0.0007631021185610253,0.0005790518885731348,0.00023353797266588013,0.00045845743015021623,0.00053521128889223,0.0006137555527057471,0.00020010923697399662,0.0002044574333177932,0.00033625859275351774,0.0003555503623266585,0.0005643563029922044,0.00022486343771053457,0.0006471874337272285,0.0003542505759457811,0.00018748715936888193,0.00047532356390726717,0.0004574505633451381
363 HK,0.0009477691386350008,0.001025446842738413,0.0001988677599791895,0.0006057531497094616,0.0011603252182309487,0.0009442214101390082,0.0008047746767457896,0.0011279961427449105,0.0014445594540433919,0.0008221472134967798,0.0009314357888949546,0.00014102934303689954,0.0010818606522485128,0.0008682115494491757,0.001571954758770446,0.001227117334499181,0.0008494270690303904,0.00036325890113676795,0.00043435961584267085,0.0024249570128894718,0.0011757677174554892,0.0008684451546241462,0.0006592053377377031,0.0007417812969486554,0.00010839700194277356,0.0005153886810958038,0.0013600780778100588,0.0008272724688033465,0.0007972279679722232,0.0008981546390448071,0.0006207363760002565,0.0010304016697945556,0.0010297120453554487,0.0007444815840240897,0.000865137204182024,0.0008817536999570054,0.001507517767504677,0.0005099157868879042,0.0013695300354775281,0.00117040562077911,0.0013563352333359558,0.001293234593660502,0.0010958637401087916,0.0010841848446120777,0.001376476602646975,0.0013105483171564983,0.0015006246263464104,0.001317507258236935,0.001463320484047858,0.0016004439211869804,0.0011153895464432442,0.0018930992576396224,0.0010883137395104865,0.0010309468798974301,0.0017793760001442703,0.001488257470660576,0.0020047517155136318,0.0007086333520656591,0.0005725563118410092,0.0006452629010103016,0.0006679662962012994,0.000881284518485778,0.001206021020260187,0.0014280248668470193,0.001054970698571863,0.0004454673662249215,0.0010348337574942327,0.0012850671534487368
4 HK,0.0012176798799771128,0.0013416328363047548,0.00031204504377042977,0.0007792177990748647,0.0015522839838929784,0.001271502551734776,0.0008673469443842936,0.0015046973540787194,0.0019067695694632725,0.0009748535696903668,0.0012287402470572341,0.00023164809170882713,0.001837656358230121,0.0009608480068242505,0.001327055403898561,0.001236988406279093,0.0009515927037974127,0.000536123146380233,0.00042637749862817843,0.0011757677174554892,0.0022806479346482336,0.0010211077971747074,0.0007872843859817471,0.0008464502929965478,0.00014956053916947198,0.0005224546780582105,0.0017184990784072885,0.0009233480055558203,0.0006576241644590338,0.0010745456340390813,0.0007745930765893924,0.0010652244999602852,0.0011113639202203376,0.00048272068148262946,0.0009510088252380856,0.0009975102448467781,0.001530999357625311,0.0005584405868008694,0.0013617540915578056,0.0009626769997630719,0.0014311112097264,0.0011493347310891704,0.0011378778401069294,0.0010719195760426907,0.0012573667862436774,0.001111340254175044,0.0012557176649957615,0.001355828564310147,0.001505023777112806,0.001438026292390509,0.0010457327637366908,0.001592482232013265,0.001091685213198615,0.0010184296052630976,0.0015271177737143013,0.0015681485982935069,0.0019636700634395763,0.0006278362861067532,0.0005771654036067142,0.0006253323468756273,0.0005424498585238231,0.001106267863500869,0.0010369409951601662,0.0013080764126958827,0.0010180518024834504,0.000480799041513062,0.0013197886211519267,0.0011545508107633179
494 HK,0.0008318628521728968,0.0010303133951116564,0.000307948678128098,0.0004266820316630409,0.0009931546181389831,0.0007103843348656487,0.0007403643277892935,0.0010457977365427367,0.0013011212805204083,0.0010744022922507114,0.0008705465690952757,8.565277499405908e-05,0.000935343817372728,0.0007447278136678802,0.0011824257831287409,0.000919582151401154,0.0008354025701826341,0.0003327147448180575,0.0005432911891592911,0.0008684451546241462,0.0010211077971747074,0.0030918751762153396,0.0006612291603867861,0.0006409544922292267,8.156384282726839e-05,0.0005745874261612715,0.0011481442479117246,0.0007706878106385087,0.0002705666313725495,0.0009540274126683594,0.0005785392944684556,0.0009483816984898707,0.0008295753367495259,0.000595795405169618,0.000582517728042848,0.0011097145777364998,0.0012358145292008938,0.0005886358882971049,0.0012403240722972228,0.0007224835478235414,0.001231449744506321,0.0009268467820332303,0.0008769875502100902,0.000867014757848919,0.0009563910523652758,0.0008782873844088733,0.0010183368932395948,0.0009094580703379831,0.0011057674742942002,0.001262275836733059,0.0007935879758851003,0.001454075958184809,0.0010249189554652407,0.0007136378435712698,0.001295982255139623,0.0010613087447925264,0.0014452232097529542,0.00045197946403364916,0.00035778164784415505,0.0004324449076067588,0.00039013527855889357,0.0008325637331557283,0.000867186893158425,0.000998579531304116,0.000586459630384538,0.00016931068975783566,0.0009264436221847375,0.0003744105344689958
5 HK,0.000672565103627013,0.0007262504046043359,0.00016660469009579785,0.0006221418576122692,0.0008034701782943698,0.0006265970069403083,0.0005842332543466196,0.0007845055910685691,0.0010118063933095011,0.000847375541063203,0.0006404850653598046,0.00015590274474389047,0.0008375242291288932,0.0007760921046542638,0.0009553840826917403,0.0008915652483870574,0.0006566624980872082,0.00035295749253847164,0.00028767958624382827,0.0006592053377377031,0.0007872843859817471,0.0006612291603867861,0.0011032858969049488,0.00048293673590009254,9.442557793913293e-05,0.00020332106948074902,0.0008489685968920801,0.0006482783202737051,0.0004520190028891842,0.0008362083671837432,0.00044888659293191246,0.0005861620246715877,0.0007628776072818883,0.0006229056872464558,0.0006474652108872497,0.0007056805999705466,0.0010031336117920133,0.0003443661122505773,0.0008709745295892915,0.0007062485709934834,0.0010058932476896434,0.0008469166213190096,0.0007340190545120912,0.0007730785186818156,0.000913315251150099,0.0007705329010729291,0.0008558904946315219,0.0009114548424902935,0.0009839341445638343,0.0008071569310257929,0.0007356740357950644,0.0010696730348147875,0.0006644371056184,0.0004715744416357849,0.0008304266915552384,0.0008980348163572852,0.001303328999866666,0.0003538135076184117,0.0004325554044295505,0.0002450886505091753,0.00032674037205902514,0.0007722699771190679,0.0006448372822333222,0.000820442693836292,0.0004730405301028312,0.00020828446628283755,0.0007761722634732438,0.0007849817988822248
511 HK,0.0005786181830601031,0.0005890486799346547,0.00023299963857804985,0.00045042277050715614,0.0008551544592683313,0.0007012785252241347,0.0007681044145019853,0.0008098745903007898,0.0009519777122249959,0.0006276748652675794,0.0006880656973315877,0.0001662254256888668,0.0008008150005476272,0.0006473730363485487,0.0007823024395306216,0.00073843749742178,0.0006156164050776056,0.00030836341558278864,0.0003514343394639251,0.0007417812969486554,0.0008464502929965478,0.0006409544922292267,0.00048293673590009254,0.0019481282253460837,0.0001668954990124492,0.0005627216633537129,0.0008321426917663755,0.0005433297236622092,0.0004919634118670183,0.0006732178401599474,0.0004155094096495065,0.0006359751071515315,0.000535025823785398,0.0003707851340589115,0.0005940449881315288,0.0005956670652060323,0.0006662038369960059,0.0003715543485086398,0.0006996714542746401,0.00044710174496945525,0.0007943011571225955,0.0005478757115460743,0.0005575982502498723,0.0004908498516411797,0.0005655581357557548,0.0005648877871531024,0.0005961990847241819,0.0006521917547780863,0.0007568655348434099,0.0006208247659461257,0.0005422328161952826,0.00106895454098945,0.0005366355611425112,0.0005919536378637691,0.0006893976328051189,0.0006825859635684149,0.0010005768166272172,0.00045659228593549075,0.00036181355961240156,0.00031611698756099524,0.0003061330921040191,0.0003985534188060909,0.0006375848944642653,0.0007184041794737431,0.0004423019519527437,0.0003684585772375669,0.0007916335787375252,0.0003867303127713392
6 HK,0.00010794544593659803,0.00015202097110526784,0.0002817982048816693,0.00014929007804480825,0.0001604435522551792,0.0001366042600123893,0.00014004448674888564,0.00013426908736533514,0.00010364413739266109,-1.815363114678667e-05,0.00015981017139375084,0.0002675039878196775,0.0001838465258253914,0.0001245858867160354,0.00010458994000392473,7.917539654020356e-05,9.13508027291711e-05,0.0002476964156668456,2.813520164567903e-05,0.00010839700194277356,0.00014956053916947198,8.156384282726839e-05,9.442557793913293e-05,0.0001668954990124492,0.0005407801430036614,0.00019737459861438248,0.00012212120387070075,8.058632287890785e-05,0.0001513958545900953,3.76122754629807e-05,0.00019029772821244027,4.988961132285872e-05,0.00012192874618882311,3.828266924221353e-05,0.00015199581336700047,9.068709211861525e-05,0.00012270397592589348,5.8642922386202356e-05,6.485605691924826e-05,3.893214110762861e-05,5.452565376189141e-05,0.000142541627074736,0.00013251215454346453,0.00016924098660316426,0.00014987257440631172,0.00013811150966932975,0.00012558612298331877,0.00013487657252723312,0.00017425065225398174,9.939272890304334e-05,0.00011428511106371532,7.48651698513863e-05,4.984136298353599e-05,0.00014023264831313336,9.031353258378143e-05,0.00018313954346671992,0.00014119014703498596,0.00012900031094481814,0.0002608414101791609,0.00021416348592236622,5.604908246927672e-05,0.0002109339589539385,0.00010826904974970897,0.00010257994847830885,3.345218420760646e-05,0.00019821807461846763,0.00017326015936972646,0.0007465330385029
8 HK,0.00036305624736280694,0.00044322065512591774,0.00026744141838248533,0.00018150658323024752,0.0005828359673153741,0.00048309500895883124,0.00036966505775716475,0.0005373811071062714,0.0006848750183017863,0.00044914524883147113,0.0004296931224035668,0.00010879577274262722,0.0005055413486574412,0.0002843978598983274,0.00046365100691827995,0.0003953045410998533,0.0003480722214045887,0.00014675771817061753,0.00040048877466879835,0.0005153886810958038,0.0005224546780582105,0.0005745874261612715,0.00020332106948074902,0.0005627216633537129,0.00019737459861438248,0.0017883761939911024,0.0005858876402122698,0.0004005171504947738,0.0003698495560625666,0.00023203762255229898,0.00025756701609819623,0.0005948830475065352,0.00021187732759877026,0.00030937108455588694,0.0003797551491460773,0.0003231693856109293,0.0005551576854306464,0.0002666270462191934,0.00038974701534427036,0.00021550930690049144,0.00039608597594358665,0.000259625609493089,0.00030202870985912686,0.00024043097583450765,0.00032030726373510096,0.0002657241146533581,0.0002993998258466388,0.00025688076736868,0.00024052372253644276,0.000500313454478984,0.00023347010109353973,0.000501042948446886,0.00020758586448272684,0.0002166762575344307,0.0005489574442039543,0.00027779878184796224,0.00031155397820240504,0.0002990088937580013,0.0002601407897130061,0.0002225966845168749,0.00017678819967300124,0.00038833515880014265,0.000370527919844992,0.000324033186915977,9.176022119317707e-05,0.0002143209813562816,0.0005467449811805015,2.8114622543843352e-05
83 HK,0.0014569535416102234,0.0017272890030390923,0.00025656439456125523,0.0008566280993399941,0.002077737950739973,0.0015308672888220828,0.0009487547146244192,0.0019757860553039318,0.002484792078651968,0.001162275159419008,0.0012998544889430356,0.00018273549135735658,0.0015752208348977653,0.0011472431100074348,0.0016412511267847973,0.001480753548444801,0.00105904062091074,0.0005455650611647581,0.00048785968481978925,0.0013600780778100588,0.0017184990784072885,0.0011481442479117246,0.0008489685968920801,0.0008321426917663755,0.00012212120387070075,0.0005858876402122698,0.003212299308071823,0.0010369784161085177,0.0008558840655092349,0.0012337656013571864,0.0009196761297395913,0.001177452418836862,0.0012201612269371715,0.000782130583450377,0.0010709968822796906,0.0008755985170769315,0.001891718257463888,0.0006123428449137218,0.0016136541491180293,0.001464267816928107,0.0017451047504715026,0.0013912300935672818,0.001286165956621839,0.0012140218084450449,0.0014464676464500436,0.0013063132835489095,0.0015851644279791283,0.0016565895351588688,0.0017105562813223719,0.0016644723843057003,0.0011221947037047216,0.0017565771967257876,0.0013062125039926475,0.0010675253239486998,0.0017460681658768267,0.001565608519804557,0.0023057742343697853,0.0005912545864151638,0.0005934688198090032,0.0006681284662116003,0.0005934451688177816,0.0009407405534999731,0.0011511699804618496,0.0013421384274881932,0.0010006765061079035,0.0004225792087221572,0.001721847864591959,0.0011377113814679354
941 HK,0.0007265629072221443,0.0008615943728102683,0.0003543903388367897,0.0004903281692575297,0.0009276862166018584,0.000647065776866247,0.000762631581943649,0.0009199273404085678,0.001073549198398424,0.0008838430584665465,0.0006893324058064956,0.00010716307322113413,0.0008529832882297606,0.0006409741888448868,0.0011596566222900168,0.0011605153220400303,0.0006772405581382053,0.0003007989865875059,0.00042113592399940054,0.0008272724688033465,0.0009233480055558203,0.0007706878106385087,0.0006482783202737051,0.0005433297236622092,8.058632287890785e-05,0.0004005171504947738,0.0010369784161085177,0.0017968014612491795,0.0006648611945127194,0.0010834356837770703,0.0005530865908537859,0.0013594318592594936,0.0009171257361562511,0.00040361217771037704,0.0005697846388099442,0.0006678074937131641,0.0011734722326267192,0.00032402596051545523,0.0010882577253831904,0.0007607456117819096,0.001281078028703711,0.0009797742333536657,0.0009610379131460651,0.0007846721899784445,0.0009491208027617377,0.0010091003639727694,0.0010701186105133674,0.0009961782626776122,0.0011650450117471807,0.000990711176364645,0.0009002656680473168,0.0014809966527571192,0.0009153958497929955,0.0007501318038956813,0.0011434458538224703,0.001129236878596245,0.0014495027179328077,0.00043430051899244465,0.0002907352431257871,0.000369437259977105,0.000457592218520788,0.0003777913746426896,0.0007753903723095875,0.0007319169490353211,0.0008136680776283257,0.00027323336817937425,0.0009326025095091704,0.0002737111330363132
97 HK,0.000762209945658049,0.0008352278286185055,0.00019640953485649092,0.0004781746835722487,0.0009009691038672471,0.0006835044419039454,0.0006544753486648859,0.0007801593600684499,0.0010288695860362048,0.0005577801744500402,0.000549144135312066,0.00010978652244868548,0.0008761318039525193,0.0006275814271471216,0.0008519857944855635,0.0008390293510450734,0.0005811306401713968,0.0005981491856750193,0.00020348703792900697,0.0007972279679722232,0.0006576241644590338,0.0002705666313725495,0.0004520190028891842,0.0004919634118670183,0.0001513958545900953,0.0003698495560625666,0.0008558840655092349,0.0006648611945127194,0.0035982695912168674,0.0007036345636700613,0.0004936448277017267,0.0005730327299093633,0.000758816331774476,0.0005164649741306516,0.0006978991024781956,0.0004872209907048231,0.0010499074058099632,0.00038093341529754827,0.0008229379186966484,0.0009054366086458193,0.0008478500668905606,0.001016007488403713,0.0006481335051647772,0.0008751644153781675,0.0010512693095056304,0.0009426965724741059,0.0012092004881998455,0.0010525691612541768,0.0009812686163989278,0.0009942991054603184,0.0006815378537510302,0.001285975436089024,0.0007476467414564738,0.0008190924918736945,0.0010841242097471687,0.001041344461402128,0.0017095081346705085,0.000458757628601147,0.00028173076995068893,0.0005080129063312483,0.0004055909000340713,0.0006275555817035774,0.0005880546296444554,0.0004926699068791129,0.0008872702442364012,0.00031994531212442806,0.0007254447590894079,0.0005126742649677456
992 HK,0.0007417022336414418,0.0008828106283035482,0.0003305471569699742,0.000617008636716134,0.0010258146071195713,0.0007220379634418961,0.0005782083091838047,0.0009703547174658947,0.0012296346406916849,0.0010325035863536839,0.0007879113177743968,4.655758709651153e-05,0.0009582257205244365,0.000906397388122739,0.0011102982525107957,0.0009660688235324615,0.0007621725314234611,0.0002607877871509298,0.0003938254349958728,0.0008981546390448071,0.0010745456340390813,0.0009540274126683594,0.0008362083671837432,0.0006732178401599474,3.76122754629807e-05,0.00023203762255229898,0.0012337656013571864,0.0010834356837770703,0.0007036345636700613,0.0037916218163724217,0.0005624372690349425,0.0011315324892644304,0.001165505558678118,0.0005268520163444217,0.0008130071825633512,0.001005833305992181,0.0013939438294640679,0.0005013865646655274,0.001271266995043699,0.0015062403608480563,0.0014118675551784458,0.0010067379763552457,0.0010960436596215899,0.0009485362029743864,0.001119981455724003,0.0010149865277757771,0.0012065647483112862,0.0011859468399546898,0.001208083238441479,0.0011858729257185957,0.0010301702809422263,0.0018273006484209491,0.0012255060663473156,0.0007336445962164756,0.0013708054776919954,0.0012444903821306338,0.0018455516164691118,0.0005628921715327864,0.00044929659945574407,0.0005183185918715891,0.0002871756096873323,0.000977628056667076,0.0010099663507582154,0.0011146378803722791,0.0009675106173678689,0.00014185761834087875,0.0010637763832975643,0.0009756138281687778
